,listed_in(type),rest_type,total address,book_table,online_order,rate,approx_cost(for two people)
335,Delivery,Beverage Shop,"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.1/5,100
336,Delivery,Cafe,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,700
338,Delivery,Casual Dining,"34/1, 2nd & 3rd Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.7/5,700
339,Delivery,Quick Bites,"183/28, 2nd Main Road, 36th B Cross, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.0/5,350
342,Delivery,Quick Bites,"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.8/5,300
346,Delivery,Cafe,"21,National High School Road,VV Puram, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.7/5,600
350,Delivery,Cafe,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.4/5,400
351,Delivery,Casual Dining,"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.6/5,600
355,Delivery,Food Truck,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore, South Bangalore, Banashankari",No,Yes,3.5/5,400
357,Delivery,Casual Dining,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.1/5,800
359,Delivery,"Quick Bites, Dessert Parlor","50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.7/5,400
360,Delivery,Casual Dining,"7th Main Road, 4th Block, Jayanagar East, Bangalore, Jayanagar, Banashankari",Yes,Yes,3.7/5,650
374,Delivery,Quick Bites,"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru, Basavanagudi, Banashankari",No,Yes,3.9/5,150
375,Delivery,"Pub, Casual Dining","382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,4.1/5,"1,200"
390,Delivery,Quick Bites,"22, Second Main Road, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.8/5,250
395,Delivery,Quick Bites,"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.0/5,400
396,Delivery,Casual Dining,"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.9/5,700
397,Delivery,"Casual Dining, Bar","12, 32nd Cross, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,4.1/5,"1,200"
398,Delivery,Quick Bites,"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.7/5,200
399,Delivery,Casual Dining,"16, 5th B Main, KR Road, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.9/5,800
400,Delivery,Casual Dining,"Near National College, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.9/5,500
401,Delivery,Quick Bites,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.0/5,200
402,Delivery,Casual Dining,"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore, Vijay Nagar, Banashankari",No,Yes,3.6/5,800
403,Delivery,Cafe,"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.7/5,600
404,Delivery,Casual Dining,"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,4.0/5,900
405,Delivery,Quick Bites,"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore, Kumaraswamy Layout, Banashankari",No,Yes,3.2/5,400
406,Delivery,Quick Bites,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.5/5,250
407,Delivery,Bakery,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.0/5,300
408,Delivery,Sweet Shop,"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.9/5,400
409,Delivery,Quick Bites,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.5/5,350
410,Delivery,Casual Dining,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.5/5,600
411,Delivery,Quick Bites,"44/1, Bull Temple Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.8/5,100
412,Delivery,Casual Dining,"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore, Uttarahalli, Banashankari",No,Yes,3.7/5,450
413,Delivery,Quick Bites,"9A Main Road, 3rd Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.8/5,400
414,Delivery,Quick Bites,"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.1/5,100
415,Delivery,"Dessert Parlor, Beverage Shop","196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.1/5,150
417,Delivery,Quick Bites,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.0/5,400
418,Delivery,"Beverage Shop, Quick Bites","525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.2/5,250
419,Delivery,Quick Bites,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,100
420,Delivery,Cafe,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.0/5,600
421,Delivery,Quick Bites,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.7/5,200
424,Delivery,Casual Dining,"642, 14th Main, Kumaraswamy Layout, Bangalore, Kumaraswamy Layout, Banashankari",No,Yes,3.7/5,750
456,Delivery,Casual Dining,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.1/5,800
457,Delivery,Casual Dining,"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore, Jayanagar, Banashankari",Yes,Yes,4.2/5,"1,000"
460,Delivery,Cafe,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari, Banashankari, Banashankari",Yes,Yes,4.2/5,600
461,Delivery,Casual Dining,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.0/5,750
464,Delivery,Casual Dining,"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,3.5/5,800
465,Delivery,Casual Dining,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.2/5,800
469,Delivery,Casual Dining,"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.8/5,450
471,Delivery,"Casual Dining, Bar","The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,4.1/5,"1,000"
473,Delivery,Cafe,"166/A 2nd Floor, R.V Road, Above DTDC Office, V.V Puram, Near Minerva Circle, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.9/5,700
474,Delivery,"Cafe, Casual Dining","1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,800
475,Delivery,Casual Dining,"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.0/5,600
476,Delivery,"Microbrewery, Casual Dining","523, 33rd Cross, Jayanagar, Bangalore, Jayanagar, Banashankari",Yes,Yes,4.1/5,"1,500"
477,Delivery,Quick Bites,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.3/5,300
478,Delivery,Quick Bites,"Near Dayananda Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore, Kumaraswamy Layout, Banashankari",No,Yes,3.6/5,300
480,Delivery,Quick Bites,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.3/5,200
481,Delivery,Quick Bites,"266/B, 7th Block, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,3.8/5,400
482,Delivery,Cafe,"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore, Jayanagar, Banashankari",No,Yes,4.2/5,700
483,Delivery,Quick Bites,"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore, Kumaraswamy Layout, Banashankari",No,Yes,4.0/5,300
484,Delivery,Casual Dining,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.1/5,550
487,Delivery,Casual Dining,"1, Monotype, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,750
489,Delivery,Casual Dining,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.9/5,500
490,Delivery,Cafe,"6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.2/5,500
493,Delivery,Casual Dining,"160, Gandhi Bazar Main Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,3.8/5,500
494,Desserts,Dessert Parlor,"808/6-1, 24th A Cross, K.R Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.3/5,400
495,Desserts,Sweet Shop,"43, BDA Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.4/5,150
497,Desserts,Dessert Parlor,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,150
502,Desserts,Dessert Parlor,"79, 21st Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,400
503,Desserts,"Cafe, Casual Dining","1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,800
506,Desserts,Cafe,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,700
508,Desserts,Dessert Parlor,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.3/5,500
518,Desserts,"Takeaway, Delivery","415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.8/5,400
533,Desserts,Dessert Parlor,"599, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,400
535,Desserts,"Sweet Shop, Quick Bites","115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,No,4.0/5,400
537,Desserts,Cafe,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.0/5,600
538,Desserts,Bakery,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,4.0/5,300
547,Desserts,Casual Dining,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore, Basavanagudi, Banashankari",No,Yes,2.7/5,400
554,Dine-out,Casual Dining,"1, Monotype, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,750
555,Dine-out,Casual Dining,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.0/5,"1,200"
556,Dine-out,Quick Bites,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.2/5,350
557,Dine-out,"Casual Dining, Cafe","2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.6/5,600
558,Dine-out,Casual Dining,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.2/5,800
559,Dine-out,Casual Dining,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.1/5,800
560,Dine-out,Casual Dining,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.2/5,800
561,Dine-out,Lounge,"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,No,3.8/5,"1,300"
562,Dine-out,Pub,"10, 30th Main, Deve Gowda Petrol Bunk Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.1/5,"1,200"
563,Dine-out,Cafe,"1, 30th Main Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.0/5,700
564,Dine-out,Casual Dining,"2nd Floor, 80 Feet Road, Near Big Bazaar, 6th Block, Kathriguppe, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.1/5,800
565,Dine-out,Cafe,"2470, 21 Main Road, 25th Cross, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.2/5,550
566,Dine-out,Cafe,"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.1/5,500
567,Dine-out,Cafe,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari, Banashankari, Banashankari",Yes,Yes,4.2/5,600
568,Dine-out,Cafe,"6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",Yes,Yes,4.2/5,500
569,Dine-out,Casual Dining,"942, 3rd Floor, 21st Main Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.2/5,800
570,Dine-out,Casual Dining,"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.0/5,450
571,Dine-out,Casual Dining,"8, 2nd Floor, 1st Main, Arush Trapeze, Mount Joy Road, Behind BMS College of Engineering, Hanumanthnagar, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.2/5,600
572,Dine-out,Casual Dining,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore, Banashankari, Banashankari",Yes,No,4.0/5,850
573,Dine-out,Cafe,"111, Sapphire Toys Building, 100 Feet Ring Road, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.0/5,450
574,Dine-out,Casual Dining,"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,800
577,Dine-out,"Cafe, Casual Dining","1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,800
578,Dine-out,Cafe,"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,650
579,Dine-out,Casual Dining,"14, 2nd Floor, Panchanjanya Tower, Phase III, 3rd Stage, 100 Feet Road, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,900
580,Dine-out,Casual Dining,"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.6/5,700
583,Dine-out,Cafe,"241, 4th Floor, 100 Feet Ring Road, Opposite Kamakya Theatre, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,800
584,Dine-out,Cafe,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,700
585,Dine-out,Cafe,"504, CJ Venkata Das Road, Padmanabhangar, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.9/5,300
586,Dine-out,Quick Bites,"Next To BMTC Bus Stand, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,300
587,Dine-out,Casual Dining,"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,2.5/5,500
590,Dine-out,Cafe,"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.0/5,400
591,Dine-out,Casual Dining,"376, 1st Floor, Tripura Arcade, MK Puttalingaiah Road, Above SBI Bank, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,700
595,Dine-out,Casual Dining,"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.6/5,600
597,Dine-out,Bar,"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.3/5,800
601,Dine-out,Casual Dining,"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,, Banashankari, Banashankari",No,No,2.6/5,600
605,Dine-out,Casual Dining,"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,750
606,Dine-out,Casual Dining,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.5/5,600
607,Dine-out,Quick Bites,"38/2, 1st Main, Mount Joy Extension, Hanumanthanagar, Girinagar, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.8/5,150
615,Dine-out,Bar,"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.0/5,800
618,Dine-out,Casual Dining,"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,2.7/5,850
620,Dine-out,Casual Dining,"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,2.8/5,800
629,Dine-out,Food Truck,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore, South Bangalore, Banashankari",No,Yes,3.5/5,400
630,Dine-out,Casual Dining,"14, 100 Feet Ring Road, 6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.7/5,750
631,Dine-out,Casual Dining,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,650
632,Dine-out,Quick Bites,"115, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.7/5,100
634,Dine-out,Quick Bites,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.3/5,200
636,Dine-out,Quick Bites,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.0/5,450
637,Dine-out,Quick Bites,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,450
639,Dine-out,Quick Bites,"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,200
642,Dine-out,Quick Bites,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,500
643,Dine-out,Quick Bites,"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.4/5,100
647,Dine-out,Quick Bites,"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.8/5,500
649,Dine-out,Quick Bites,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.8/5,100
654,Dine-out,Quick Bites,"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.7/5,200
656,Dine-out,Quick Bites,"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.1/5,300
657,Dine-out,Quick Bites,"2/1, 7th Main, Dwarakangar, Hosakeregalli, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,2.8/5,500
658,Dine-out,Quick Bites,"476, 2nd Floor, 9th Cross, Avalahalli BDA Park, BSK 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,4.1/5,300
661,Dine-out,Quick Bites,"1st Floor, Annakuteera, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.7/5,300
663,Dine-out,Quick Bites,"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.7/5,600
666,Dine-out,Quick Bites,"Hotel Mangala, 10th Main, Pipeline Road, Hanumanth Nagar, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.9/5,250
672,Dine-out,Quick Bites,"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.8/5,300
676,Dine-out,Quick Bites,"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.8/5,350
677,Dine-out,Quick Bites,"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.9/5,800
678,Dine-out,Quick Bites,"12/6, 80 Feet Road, 1st Stage, Srinivasnagar, Bank Colony, 1st Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,No,3.6/5,250
686,Dine-out,Quick Bites,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.5/5,350
690,Dine-out,Quick Bites,"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.0/5,600
694,Dine-out,Quick Bites,"80, BDA Complex, 2nd Stage, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,4.2/5,500
695,Dine-out,Quick Bites,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore, Banashankari, Banashankari",No,Yes,3.3/5,300
